Palabra;Fuente;Negativo;Neutra;Positiva;Puntuacion
brindada;agente;0;1;0;0
brindado;agente;1;0;0;-4
brindados;agente;0;1;0;0
brindamos;agente;0;0;1;2
brindan;agente;0;0;1;1
brindando;agente;1;0;0;-4
brindanos;agente;0;0;1;3
brindar;agente;1;0;0;-1
brindara;agente;0;0;1;2
brindaran;agente;0;0;1;3
brindariamos;agente;1;0;0;-3
brindarle;agente;1;0;0;-3
brindaron;agente;1;0;0;-1
brindarte;agente;1;0;0;-3
brindas;agente;0;0;1;4
brinde;agente;1;0;0;-4
brinden;agente;0;0;1;2
brindes;agente;1;0;0;-1
broker;agente;1;0;0;-3
buen;agente;0;0;1;3
buenas;agente;0;1;0;0
buenos;agente;0;0;1;2
burma;agente;1;0;0;-5
buscas;agente;0;0;1;5
busqueda;agente;1;0;0;-5
buzon;agente;1;0;0;-4
cada;agente;0;1;0;0
calcule;agente;0;1;0;0
calificar;agente;0;0;1;5
call;agente;1;0;0;-1
callao;agente;1;0;0;-1
cambio;agente;0;1;0;0
canada;agente;1;0;0;-1
canal;agente;0;0;1;2
canales;agente;1;0;0;-1
canalizar;agente;0;0;1;5
canalizarlo;agente;0;0;1;2
cancelacion;agente;1;0;0;-3
cancelaciones;agente;0;0;1;5
cancelando;agente;0;1;0;0
caracteristicas;agente;1;0;0;-3
carencia;agente;0;0;1;1
cargo;agente;0;0;1;2
carlos;agente;0;0;1;1
carmen;agente;1;0;0;-3
carol;agente;1;0;0;-4
carolina;agente;1;0;0;-5
carro;agente;1;0;0;-4
caso;agente;0;0;1;4
casos;agente;0;0;1;3
castillo;agente;1;0;0;-3
caterina;agente;1;0;0;-2
causa;agente;1;0;0;-4
cayalapacificocompe;agente;1;0;0;-1
cci;agente;0;0;1;3
celia;agente;0;0;1;2
celular;agente;0;0;1;3
center;agente;0;1;0;0
central;agente;1;0;0;-3
centro;agente;1;0;0;-2
centros;agente;1;0;0;-1
cercado;agente;0;1;0;0
certificado;agente;0;1;0;0
cesar;agente;0;0;1;2
cesarea;agente;1;0;0;-2
cese;agente;1;0;0;-5
chacarilla;agente;1;0;0;-2
chat;agente;0;1;0;0
cheque;agente;0;0;1;4
chequeo;agente;1;0;0;-1
chris;agente;1;0;0;-5
cia;agente;1;0;0;-2
cinthya;agente;1;0;0;-3
cintya;agente;1;0;0;-3
cita;agente;1;0;0;-4
ciudad;agente;0;0;1;2
claidy;agente;0;0;1;1
clara;agente;1;0;0;-1
clarissa;agente;1;0;0;-5
claudia;agente;1;0;0;-4
clave;agente;0;0;1;4
cliente;agente;0;0;1;2
clientes;agente;0;0;1;2
clinica;agente;1;0;0;-2
clinicas;agente;1;0;0;-3
clinico;agente;0;0;1;2
coa;agente;1;0;0;-5
cobertura;agente;0;0;1;2
coberturas;agente;0;0;1;2
cobra;agente;0;0;1;2
cobrando;agente;0;0;1;3
cobro;agente;1;0;0;-5
codigo;agente;0;0;1;2
coincide;agente;0;1;0;0
colocar;agente;1;0;0;-4
comendmaos;agente;1;0;0;-1
comentamos;agente;0;0;1;2
comentas;agente;0;0;1;1
comenzar;agente;0;1;0;0
comercial;agente;1;0;0;-3
comerciales;agente;1;0;0;-3
completa;agente;1;0;0;-5
completado;agente;0;0;1;4
completar;agente;0;0;1;5
completaste;agente;0;0;1;4
completo;agente;1;0;0;-4
completos;agente;0;0;1;2
complicaciones;agente;0;0;1;2
compra;agente;1;0;0;-3
comprar;agente;1;0;0;-2
comprendemos;agente;1;0;0;-4
comprendo;agente;0;0;1;2
comunica;agente;1;0;0;-5
comunicacion;agente;0;0;1;3
comunicando;agente;0;0;1;2
comunicandote;agente;0;0;1;2
comunicar;agente;1;0;0;-4
comunicara;agente;1;0;0;-4
comunicaron;agente;1;0;0;-5
comunicarse;agente;0;0;1;3
comunicarte;agente;0;0;1;4
comunicaste;agente;0;0;1;4
comunicate;agente;1;0;0;-1
comunique;agente;0;0;1;1
comuniques;agente;1;0;0;-3
condiciones;agente;0;0;1;2
conductor;agente;0;0;1;4
confidencialidad;agente;0;0;1;3
confirma;agente;1;0;0;-4
confirmacion;agente;1;0;0;-1
confirmame;agente;0;1;0;0
confirmanos;agente;1;0;0;-5
confirmar;agente;0;0;1;2
confirmara;agente;0;0;1;5
confirmarlo;agente;1;0;0;-5
confirmarte;agente;0;0;1;4
confirme;agente;0;0;1;3
confirmes;agente;0;0;1;3
conocer;agente;0;1;0;0
constancia;agente;1;0;0;-2
constancias;agente;0;0;1;1
constatamos;agente;0;0;1;5
consulta;agente;0;1;0;0
consultar;agente;0;0;1;5
consultarlo;agente;0;0;1;1
consultas;agente;1;0;0;-1
consultes;agente;0;0;1;5
consumiendo;agente;0;0;1;4
consumir;agente;0;0;1;2
contactara;agente;1;0;0;-4
contacto;agente;1;0;0;-3
contamos;agente;1;0;0;-1
contar;agente;0;0;1;1
contaron;agente;0;0;1;4
contaste;agente;0;1;0;0
contigo;agente;0;0;1;4
continuar;agente;1;0;0;-3
continuidad;agente;1;0;0;-2
contrario;agente;0;0;1;4
contratacion;agente;0;0;1;3
contratadas;agente;1;0;0;-2
contratado;agente;0;0;1;1
contratante;agente;1;0;0;-4
contratarlo;agente;1;0;0;-3
contrataste;agente;0;0;1;4
control;agente;1;0;0;-2
conyuge;agente;0;0;1;3
copia;agente;1;0;0;-3
coronavirus;agente;1;0;0;-4
corporativo;agente;1;0;0;-4
correcta;agente;1;0;0;-3
correctamente;agente;1;0;0;-1
correcto;agente;0;0;1;1
correctos;agente;0;0;1;5
corredor;agente;1;0;0;-4
correo;agente;1;0;0;-3
correscto;agente;0;1;0;0
correspondan;agente;0;0;1;3
corresponde;agente;0;0;1;4
correspondiente;agente;0;1;0;0
correspondientes;agente;0;1;0;0
corta;agente;0;0;1;2
costo;agente;1;0;0;-2
costos;agente;0;1;0;0
cotiza;agente;1;0;0;-2
cotizacion;agente;0;0;1;3
cotizando;agente;0;1;0;0
cotizar;agente;0;0;1;2
cotizaran;agente;1;0;0;-5
cotizarlo;agente;1;0;0;-2
cotizarte;agente;1;0;0;-3
covid;agente;0;0;1;5
credito;agente;1;0;0;-5
cualquier;agente;0;0;1;2
cualquiera;agente;0;0;1;5
cuantas;agente;1;0;0;-4
cuanto;agente;1;0;0;-1
cuba;agente;1;0;0;-1
cubierto;agente;0;0;1;2
cubre;agente;1;0;0;-3
cubrimos;agente;0;0;1;4
cuenta;agente;1;0;0;-2
cuentan;agente;1;0;0;-5
cuentas;agente;0;1;0;0
cuente;agente;1;0;0;-1
cuidar;agente;0;0;1;5
culminando;agente;0;0;1;5
cumpla;agente;0;0;1;2
cumplan;agente;1;0;0;-1
cuota;agente;1;0;0;-3
cuotas;agente;0;0;1;4
cupones;agente;0;0;1;4
curativas;agente;1;0;0;-4
cynthia;agente;0;0;1;5
dado;agente;0;0;1;3
daniel;agente;0;0;1;3
danny;agente;1;0;0;-1
dato;agente;1;0;0;-1
datos;agente;0;0;1;4
david;agente;0;1;0;0
dayani;agente;1;0;0;-2
dayano;agente;0;1;0;0
daysi;agente;0;1;0;0
debbes;agente;0;0;1;5
debe;agente;0;0;1;4
deben;agente;0;0;1;3
debes;agente;1;0;0;-2
debitado;agente;1;0;0;-1
debito;agente;0;0;1;1
decir;agente;1;0;0;-4
decision;agente;0;0;1;5
declaradas;agente;1;0;0;-2
declarados;agente;0;0;1;2
declarar;agente;0;1;0;0
decreto;agente;0;0;1;2
deducible;agente;0;0;1;4
deisy;agente;1;0;0;-3
deja;agente;0;0;1;1
dejarte;agente;0;1;0;0
dejas;agente;1;0;0;-3
dejaste;agente;0;0;1;1
dejo;agente;0;0;1;4
delantera;agente;0;0;1;2
delantero;agente;0;0;1;1
delgado;agente;1;0;0;-3
delia;agente;0;1;0;0
demedicos;agente;0;0;1;1
dent;agente;1;0;0;-1
dental;agente;0;0;1;2
dentales;agente;0;0;1;5
dentro;agente;1;0;0;-3
departamento;agente;0;1;0;0
dependen;agente;1;0;0;-5
dependera;agente;1;0;0;-4
dependientes;agente;0;0;1;1
derivadas;agente;0;0;1;1
derivan;agente;1;0;0;-2
derivarte;agente;0;1;0;0
deriven;agente;1;0;0;-4
desafiliacion;agente;1;0;0;-2
descarga;agente;0;0;1;4
descargar;agente;1;0;0;-3
descargarlo;agente;0;1;0;0
descuentos;agente;1;0;0;-4
desea;agente;1;0;0;-5
desean;agente;0;0;1;4
desearias;agente;1;0;0;-5
deseas;agente;0;0;1;1
desees;agente;1;0;0;-5
desempeno;agente;0;0;1;5
desgravamen;agente;0;0;1;3
deshabilitado;agente;0;0;1;2
despejar;agente;1;0;0;-1
despues;agente;0;0;1;3
destinado;agente;1;0;0;-2
destino;agente;0;0;1;1
detalla;agente;0;0;1;1
detallada;agente;1;0;0;-1
detallado;agente;0;0;1;5
detallados;agente;1;0;0;-3
detallando;agente;0;0;1;2
detallara;agente;1;0;0;-5
detallarte;agente;0;0;1;2
detallas;agente;0;1;0;0
detalle;agente;0;0;1;3
determina;agente;1;0;0;-2
determinar;agente;0;0;1;4
determine;agente;0;0;1;2
devolucion;agente;0;0;1;4
dia;agente;0;0;1;3
diagnostico;agente;1;0;0;-4
diagnosticos;agente;1;0;0;-4
dias;agente;1;0;0;-5
dicha;agente;0;0;1;2
dicho;agente;0;1;0;0
dichos;agente;1;0;0;-2
diego;agente;1;0;0;-5
diferente;agente;0;0;1;3
diferentes;agente;0;0;1;4
digital;agente;0;1;0;0
digito;agente;0;0;1;5
digitos;agente;0;0;1;2
dinero;agente;1;0;0;-5
direccion;agente;1;0;0;-3
directa;agente;0;0;1;3
directamente;agente;0;0;1;3
directo;agente;0;0;1;3
directos;agente;0;0;1;2
diriges;agente;0;0;1;1
disculpas;agente;1;0;0;-3
disenado;agente;0;1;0;0
disponer;agente;1;0;0;-3
disponible;agente;1;0;0;-1
disponibles;agente;0;1;0;0
distrito;agente;1;0;0;-5
distritos;agente;0;0;1;2
diversos;agente;0;0;1;5
dni;agente;1;0;0;-3
documento;agente;1;0;0;-1
documentos;agente;1;0;0;-2
domiciliaria;agente;0;0;1;3
domicilio;agente;1;0;0;-4
domingo;agente;0;1;0;0
domingos;agente;1;0;0;-4
dos;agente;1;0;0;-2
dudes;agente;0;0;1;4
economico;agente;0;1;0;0
edad;agente;0;0;1;4
edgar;agente;0;0;1;2
educativa;agente;1;0;0;-1
edwin;agente;0;0;1;2
efectivamente;agente;0;0;1;4
efectuada;agente;0;0;1;2
ejecutivo;agente;1;0;0;-1
ejemplo;agente;1;0;0;-1
electronico;agente;0;0;1;1
elena;agente;0;0;1;4
elevar;agente;0;0;1;5
eliana;agente;1;0;0;-4
elige;agente;0;0;1;2
elijas;agente;1;0;0;-3
elije;agente;1;0;0;-1
elisneida;agente;1;0;0;-2
elizabeth;agente;1;0;0;-5
ello;agente;1;0;0;-1
elva;agente;0;0;1;1
embarazo;agente;0;0;1;2
embargo;agente;1;0;0;-4
emitida;agente;0;0;1;5
emitido;agente;1;0;0;-1
emitio;agente;0;1;0;0
emitir;agente;1;0;0;-4
emitirse;agente;0;0;1;2
empleador;agente;0;0;1;2
empleados;agente;0;1;0;0
empresa;agente;0;0;1;5
empresarial;agente;0;0;1;5
empresas;agente;1;0;0;-4
encantaria;agente;1;0;0;-3
encarga;agente;1;0;0;-5
encargada;agente;0;0;1;2
encargar;agente;0;1;0;0
encontrar;agente;0;0;1;5
encontraras;agente;1;0;0;-2
encuentra;agente;0;0;1;4
encuentran;agente;0;0;1;4
encuentras;agente;0;1;0;0
encuentre;agente;0;1;0;0
encuentres;agente;1;0;0;-3
encuesta;agente;0;1;0;0
enero;agente;0;0;1;3
eniendo;agente;1;0;0;-1
enlace;agente;1;0;0;-3
enlaces;agente;1;0;0;-3
enrique;agente;0;0;1;2
entendemos;agente;1;0;0;-2
entidad;agente;0;0;1;2
entiendo;agente;1;0;0;-1
entonces;agente;0;0;1;5
entrar;agente;1;0;0;-4
entregado;agente;1;0;0;-2
entregando;agente;1;0;0;-4
entreguen;agente;0;0;1;2
envia;agente;0;0;1;2
enviada;agente;0;0;1;1
enviado;agente;1;0;0;-5
enviando;agente;1;0;0;-3
enviandote;agente;1;0;0;-2
enviar;agente;1;0;0;-5
enviaremos;agente;0;0;1;5
enviarla;agente;1;0;0;-3
enviarlo;agente;1;0;0;-4
enviarte;agente;1;0;0;-5
enviemos;agente;0;0;1;4
envio;agente;0;0;1;1
envios;agente;0;0;1;4
eps;agente;0;0;1;5
erick;agente;1;0;0;-1
erika;agente;0;0;1;3
errado;agente;1;0;0;-2
escalamiento;agente;0;0;1;4
escalando;agente;1;0;0;-2
escalar;agente;1;0;0;-1
escenario;agente;0;0;1;1
escenarios;agente;0;0;1;1
escogiendo;agente;0;1;0;0
escribas;agente;1;0;0;-5
escribe;agente;1;0;0;-4
escribes;agente;1;0;0;-1
escribir;agente;1;0;0;-2
escribirnos;agente;0;1;0;0
escrito;agente;1;0;0;-1
especial;agente;1;0;0;-1
especialidad;agente;0;0;1;1
especialidades;agente;1;0;0;-1
especialista;agente;0;0;1;3
especializada;agente;1;0;0;-3
especializado;agente;1;0;0;-5
especializados;agente;1;0;0;-2
especifico;agente;0;0;1;2
esposo;agente;0;0;1;2
essalid;agente;1;0;0;-4
essalud;agente;1;0;0;-1
establecimientos;agente;0;0;1;5
estaciones;agente;0;0;1;2
estadia;agente;0;1;0;0
estan;agente;0;0;1;3
estandar;agente;1;0;0;-2
estara;agente;0;0;1;3
estaran;agente;0;0;1;2
estarias;agente;0;0;1;5
estatus;agente;1;0;0;-2
estela;agente;0;0;1;1
estes;agente;1;0;0;-1
esther;agente;1;0;0;-2
estudiantil;agente;1;0;0;-2
estudios;agente;0;0;1;4
etc;agente;0;0;1;2
europa;agente;1;0;0;-1
eva;agente;0;0;1;1
evaluacion;agente;0;1;0;0
evaluado;agente;0;0;1;5
evaluara;agente;0;0;1;5
evelyn;agente;1;0;0;-3
ever;agente;1;0;0;-5
examenes;agente;0;0;1;2
experimentadas;agente;1;0;0;-3
experimentado;agente;1;0;0;-3
extender;agente;0;0;1;1
fabiola;agente;0;0;1;4
facilitamos;agente;1;0;0;-4
factor;agente;0;0;1;1
facturas;agente;0;0;1;3
fallecimiento;agente;0;0;1;5
fallezca;agente;0;0;1;1
falta;agente;1;0;0;-1
familiar;agente;0;0;1;4
familiares;agente;0;0;1;1
febrero;agente;0;0;1;2
fecha;agente;0;1;0;0
fechas;agente;1;0;0;-2
felipe;agente;1;0;0;-3
felizmente;agente;0;0;1;3
fernando;agente;0;1;0;0
figura;agente;0;0;1;5
fin;agente;1;0;0;-2
firma;agente;1;0;0;-5
fisica;agente;0;1;0;0
fisico;agente;0;1;0;0
fondo;agente;0;0;1;2
fondos;agente;1;0;0;-5
forma;agente;0;0;1;1
formas;agente;0;0;1;1
formato;agente;1;0;0;-2
formulario;agente;0;0;1;4
francesco;agente;0;0;1;1
freddie;agente;0;0;1;5
fredy;agente;1;0;0;-3
funcion;agente;1;0;0;-4
gasolina;agente;0;0;1;3
gastos;agente;0;0;1;5
genera;agente;1;0;0;-4
generado;agente;0;1;0;0
general;agente;0;0;1;3
generar;agente;1;0;0;-3
generaremos;agente;1;0;0;-2
generes;agente;0;0;1;4
genero;agente;0;0;1;4
gentil;agente;0;0;1;1
german;agente;1;0;0;-3
gestion;agente;1;0;0;-3
gestionado;agente;0;1;0;0
gestionando;agente;1;0;0;-3
gestionar;agente;0;0;1;5
gestionarlo;agente;1;0;0;-5
gestiones;agente;1;0;0;-1
giannina;agente;0;0;1;4
ginecologia;agente;0;0;1;3
ginecologico;agente;1;0;0;-3
giovana;agente;0;0;1;2
giovanna;agente;1;0;0;-3
gladys;agente;0;0;1;2
golf;agente;0;0;1;5
good;agente;0;0;1;1
googlrjybp;agente;1;0;0;-5
gozar;agente;0;0;1;1
gratuito;agente;1;0;0;-1
grua;agente;0;0;1;4
guadalupe;agente;0;0;1;4
guia;agente;0;1;0;0
guillermo;agente;1;0;0;-5
gustas;agente;0;0;1;3
gustavo;agente;0;0;1;4
gxxxxxgmailcom;agente;0;0;1;4
habientes;agente;1;0;0;-2
habiles;agente;0;0;1;4
habitual;agente;0;0;1;2
hace;agente;1;0;0;-2
hacer;agente;0;0;1;5
hacerlo;agente;0;0;1;4
hacerte;agente;0;0;1;1
hagas;agente;1;0;0;-3
harry;agente;1;0;0;-2
haz;agente;1;0;0;-5
hector;agente;0;0;1;3
hellen;agente;1;0;0;-5
herbart;agente;1;0;0;-4
herramientas;agente;0;0;1;1
hija;agente;0;1;0;0
hijo;agente;0;0;1;2
hijonietosobrino;agente;1;0;0;-1
hijos;agente;0;0;1;2
hisopado;agente;0;0;1;1
hogar;agente;0;0;1;1
hola;agente;0;0;1;1
hope;agente;0;0;1;4
horario;agente;0;0;1;1
horarios;agente;0;0;1;3
horas;agente;1;0;0;-4
hospitalizacion;agente;0;0;1;3
hospitalizan;agente;0;0;1;5
hotel;agente;0;0;1;5
hoy;agente;1;0;0;-2
hrs;agente;1;0;0;-4
huella;agente;0;0;1;5
humanos;agente;0;0;1;1
ida;agente;0;0;1;4
identidad;agente;1;0;0;-5
igual;agente;1;0;0;-3
igualmente;agente;0;0;1;2
iliana;agente;0;0;1;4
imposibiliten;agente;0;0;1;4
impreso;agente;1;0;0;-1
incio;agente;1;0;0;-2
incluida;agente;1;0;0;-3
inclusion;agente;1;0;0;-1
incluso;agente;1;0;0;-4
incluye;agente;1;0;0;-4
indemnizacion;agente;1;0;0;-2
indica;agente;0;0;1;3
indicada;agente;1;0;0;-1
indicado;agente;1;0;0;-2
indicados;agente;0;0;1;5
indicame;agente;1;0;0;-1
indicamos;agente;0;0;1;1
indican;agente;0;0;1;4
indicando;agente;0;0;1;3
indicanos;agente;0;0;1;3
indicar;agente;1;0;0;-2
indicara;agente;1;0;0;-3
indicaran;agente;1;0;0;-3
indicarte;agente;1;0;0;-2
indicas;agente;0;0;1;4
indico;agente;0;0;1;2
indiquemos;agente;1;0;0;-5
individual;agente;0;0;1;3
inesperados;agente;0;0;1;3
informacion;agente;1;0;0;-1
informamos;agente;1;0;0;-3
informar;agente;0;1;0;0
informara;agente;1;0;0;-5
informas;agente;1;0;0;-2
ingresa;agente;1;0;0;-4
ingresado;agente;0;0;1;1
ingresando;agente;0;1;0;0
ingresar;agente;1;0;0;-4
ingresaste;agente;0;0;1;5
ingrese;agente;0;0;1;3
ingresemos;agente;0;0;1;5
ingreses;agente;1;0;0;-1
ingreso;agente;0;0;1;4
inicia;agente;1;0;0;-1
inicio;agente;1;0;0;-4
inmediata;agente;0;0;1;4
ins;agente;0;0;1;4
institucion;agente;1;0;0;-5
instituciones;agente;1;0;0;-5
instituto;agente;0;1;0;0
intentarlo;agente;1;0;0;-2
intentaste;agente;0;0;1;3
intentemoslo;agente;1;0;0;-2
intentes;agente;0;0;1;4
interbancario;agente;0;0;1;3
interes;agente;0;0;1;1
interesada;agente;1;0;0;-3
interesarte;agente;0;0;1;1
intermediacion;agente;0;0;1;4
intermediario;agente;1;0;0;-2
interna;agente;1;0;0;-5
intervenciones;agente;0;1;0;0
invalidez;agente;0;1;0;0
inversion;agente;0;0;1;1
invitamos;agente;1;0;0;-1
involucrada;agente;1;0;0;-2
involucrados;agente;0;0;1;2
ipc;agente;0;0;1;3
irak;agente;1;0;0;-1
iran;agente;1;0;0;-2
isabel;agente;1;0;0;-4
isidro;agente;1;0;0;-4
ismael;agente;0;0;1;4
ivan;agente;1;0;0;-4
jaime;agente;0;0;1;5
jamil;agente;0;0;1;4
jaro;agente;1;0;0;-3
jean;agente;0;0;1;2
jefferson;agente;1;0;0;-2
jennifer;agente;1;0;0;-1
jessica;agente;0;1;0;0
jhoan;agente;1;0;0;-1
jockey;agente;1;0;0;-5
joel;agente;0;0;1;4
johan;agente;0;0;1;2
johnatan;agente;1;0;0;-3
johnny;agente;0;0;1;1
jonathan;agente;1;0;0;-5
jorge;agente;0;0;1;2
jose;agente;0;0;1;2
juan;agente;0;0;1;3
juanita;agente;0;0;1;5
judith;agente;1;0;0;-2
jueves;agente;0;0;1;2
junelly;agente;0;0;1;1
junto;agente;0;0;1;3
justamente;agente;1;0;0;-2
justina;agente;1;0;0;-5
karin;agente;0;0;1;4
karina;agente;1;0;0;-4
karla;agente;0;0;1;3
katerine;agente;1;0;0;-1
katherine;agente;0;1;0;0
kathleen;agente;0;0;1;2
kelly;agente;1;0;0;-3
kilometros;agente;0;0;1;5
laboral;agente;1;0;0;-2
laborales;agente;0;0;1;4
laborar;agente;0;0;1;1
laboras;agente;0;0;1;4
laboratorios;agente;0;0;1;1
lado;agente;0;0;1;1
lamentablemente;agente;0;0;1;3
lamentamos;agente;0;1;0;0
latam;agente;0;0;1;1
latencia;agente;0;0;1;5
latina;agente;1;0;0;-1
laura;agente;0;1;0;0
legales;agente;0;0;1;4
lenin;agente;1;0;0;-4
lesiones;agente;0;0;1;4
ley;agente;1;0;0;-2
leydi;agente;0;0;1;4
liberia;agente;1;0;0;-1
lilian;agente;0;0;1;3
liliana;agente;1;0;0;-3
lily;agente;1;0;0;-5
lima;agente;1;0;0;-1
limatambo;agente;1;0;0;-4
linea;agente;0;0;1;4
lineas;agente;0;0;1;5
link;agente;0;0;1;1
lino;agente;1;0;0;-1
lissete;agente;1;0;0;-4
lista;agente;0;1;0;0
liz;agente;0;0;1;1
lizett;agente;1;0;0;-3
llamada;agente;0;0;1;4
llamando;agente;0;0;1;2
llamarnos;agente;1;0;0;-5
llamen;agente;0;0;1;4
llega;agente;1;0;0;-5
llegado;agente;0;1;0;0
llegando;agente;1;0;0;-3
llegara;agente;0;0;1;1
llenado;agente;1;0;0;-2
llenar;agente;0;1;0;0
llevado;agente;1;0;0;-5
llevarlo;agente;1;0;0;-2
loretta;agente;1;0;0;-1
lucho;agente;1;0;0;-1
luego;agente;1;0;0;-4
lugar;agente;0;0;1;5
luis;agente;1;0;0;-2
lunes;agente;1;0;0;-4
lurigancho;agente;0;0;1;1
magali;agente;0;0;1;2
maggie;agente;0;0;1;2
mail;agente;0;0;1;1
malestar;agente;0;0;1;3
manana;agente;0;0;1;1
mandando;agente;1;0;0;-4
manejamos;agente;1;0;0;-1
manera;agente;0;0;1;3
manos;agente;0;0;1;5
mantenemos;agente;0;0;1;3
mantener;agente;1;0;0;-3
mantengas;agente;1;0;0;-2
mantenias;agente;1;0;0;-5
mantente;agente;1;0;0;-1
mantiene;agente;1;0;0;-1
mantienes;agente;1;0;0;-2
manuel;agente;1;0;0;-5
marcando;agente;1;0;0;-4
marcar;agente;1;0;0;-5
marcela;agente;1;0;0;-3
marco;agente;0;0;1;1
marcos;agente;1;0;0;-2
maria;agente;0;0;1;1
mariana;agente;1;0;0;-3
mariano;agente;0;0;1;5
marielena;agente;0;0;1;2
marielenahotmailcom;agente;1;0;0;-5
marilu;agente;1;0;0;-4
marino;agente;1;0;0;-1
maris;agente;1;0;0;-2
marisol;agente;0;1;0;0
marita;agente;1;0;0;-1
maritza;agente;0;0;1;3
martha;agente;0;0;1;1
mary;agente;1;0;0;-3
mas;agente;0;1;0;0
materiales;agente;0;0;1;2
maternidad;agente;0;1;0;0
maxima;agente;0;0;1;1
maximo;agente;0;0;1;4
mayores;agente;0;0;1;3
mayoria;agente;1;0;0;-1
mayra;agente;1;0;0;-2
mediante;agente;0;0;1;1
medica;agente;0;0;1;3
medicamentos;agente;1;0;0;-2
medicas;agente;1;0;0;-5
medicina;agente;1;0;0;-5
medico;agente;1;0;0;-1
medicos;agente;0;0;1;1
medio;agente;1;0;0;-2
medios;agente;1;0;0;-5
melissa;agente;0;0;1;3
melvin;agente;0;1;0;0
mencion;agente;0;0;1;3
menciona;agente;1;0;0;-5
mencionada;agente;0;0;1;5
mencionadas;agente;1;0;0;-1
mencionado;agente;0;0;1;4
mencionados;agente;0;0;1;1
mencionamos;agente;1;0;0;-4
mencionarte;agente;0;0;1;3
mencionas;agente;0;1;0;0
menor;agente;1;0;0;-1
menores;agente;1;0;0;-5
menos;agente;1;0;0;-5
mensual;agente;1;0;0;-5
mensuales;agente;1;0;0;-2
merily;agente;1;0;0;-1
mes;agente;0;0;1;5
meses;agente;1;0;0;-1
mientras;agente;0;0;1;1
miguel;agente;1;0;0;-4
milagros;agente;0;1;0;0
millas;agente;0;0;1;3
miluska;agente;1;0;0;-5
min;agente;0;0;1;4
minutos;agente;0;0;1;5
miraflores;agente;0;1;0;0
misma;agente;1;0;0;-3
mismas;agente;1;0;0;-3
mismo;agente;1;0;0;-3
modelo;agente;0;0;1;4
modificacion;agente;0;0;1;5
modificacionafiliacion;agente;1;0;0;-4
modificados;agente;1;0;0;-5
modificar;agente;1;0;0;-5
modulo;agente;1;0;0;-2
modulomixgrupopacificocompe;agente;1;0;0;-2
molestias;agente;0;1;0;0
molina;agente;0;0;1;2
momento;agente;1;0;0;-1
moneda;agente;1;0;0;-3
monica;agente;1;0;0;-2
montefiori;agente;1;0;0;-4
monto;agente;0;0;1;3
montos;agente;0;0;1;2
motivo;agente;1;0;0;-3
motivos;agente;1;0;0;-5
moto;agente;0;0;1;3
muchas;agente;1;0;0;-1
muestra;agente;1;0;0;-1
muestras;agente;0;1;0;0
multisalud;agente;1;0;0;-4
multiventajas;agente;0;0;1;4
n°;agente;0;0;1;4
nacimiento;agente;1;0;0;-5
nacional;agente;0;0;1;5
natales;agente;1;0;0;-4
necesario;agente;0;1;0;0
necesidad;agente;0;0;1;3
necesidades;agente;0;0;1;4
necesitamos;agente;0;1;0;0
necesitas;agente;1;0;0;-2
necesites;agente;0;0;1;2
necesito;agente;0;0;1;4
nellydel;agente;0;0;1;1
nicolas;agente;0;0;1;4
nicole;agente;1;0;0;-5
nils;agente;0;1;0;0
nino;agente;1;0;0;-5
nivel;agente;0;0;1;2
noches;agente;1;0;0;-5
nombre;agente;0;0;1;3
nombres;agente;0;0;1;2
norma;agente;1;0;0;-2
normal;agente;1;0;0;-3
norte;agente;0;0;1;5
nota;agente;1;0;0;-3
notaria;agente;0;0;1;1
nuevamente;agente;1;0;0;-5
nuevo;agente;0;1;0;0
numero;agente;0;0;1;1
numeros;agente;0;0;1;4
objetivo;agente;0;0;1;5
obligadas;agente;1;0;0;-5
obligatoria;agente;1;0;0;-4
obten;agente;1;0;0;-5
obtener;agente;0;1;0;0
oceania;agente;1;0;0;-1
ocupantes;agente;0;0;1;1
ocurrido;agente;1;0;0;-1
odar;agente;0;0;1;3
odontologia;agente;1;0;0;-4
oficina;agente;0;0;1;3
oficinas;agente;1;0;0;-4
ofrece;agente;0;1;0;0
ofrecemos;agente;0;0;1;4
ofrecen;agente;0;0;1;5
ofrecerte;agente;1;0;0;-2
ofrecieron;agente;0;0;1;4
oftalmologia;agente;0;1;0;0
olivos;agente;0;0;1;1
omar;agente;1;0;0;-1
oncologia;agente;1;0;0;-1
oncologica;agente;0;0;1;5
oncologico;agente;0;0;1;1
oncologicos;agente;0;0;1;4
opcion;agente;1;0;0;-5
opciones;agente;0;0;1;5
operativo;agente;0;0;1;4
optar;agente;0;0;1;5
oscar;agente;1;0;0;-5
osi;agente;1;0;0;-5
otorgarte;agente;1;0;0;-1
pablo;agente;0;0;1;2
pablohotmailcom;agente;1;0;0;-2
pactado;agente;0;0;1;4
padre;agente;0;0;1;4
padres;agente;1;0;0;-1
pagando;agente;0;0;1;3
pagar;agente;0;0;1;3
pagas;agente;0;0;1;3
pagina;agente;1;0;0;-1
pago;agente;1;0;0;-3
pagos;agente;0;0;1;3
pais;agente;1;0;0;-2
paises;agente;0;1;0;0
palma;agente;0;0;1;2
paola;agente;1;0;0;-5
par;agente;0;0;1;5
parabrisa;agente;0;0;1;2
parabrisas;agente;1;0;0;-2
parachoques;agente;1;0;0;-3
parte;agente;1;0;0;-4
particular;agente;0;0;1;2
